"lakeid","year4","daynum","sampledate","depth","rep","sta","event","cl","so4","ca","mg","na","k","fe","mn","cond","flagcl","flagso4","flagca","flagmg","flagna","flagk","flagfe","flagmn","flagcond"
"ME",2022,221,"2022-08-09",22,1,1,,54.46,12.37,42.37,37.06,28.13,3.31,0.05,0.23,,,,,,,,,,
"ME",2022,305,"2022-11-01",0,1,1,,54.1,16.25,34.77,37.45,28.26,3.14,0,0,,,,,,,,,,
"ME",2022,305,"2022-11-01",4,1,1,,53.28,16.45,34.47,37.14,28.02,3.1,0,0,,,,,,,,,,
"ME",2022,305,"2022-11-01",20,1,1,,54.03,16.61,34.75,37.29,28.18,3.18,0,0,,,,,,,,,,
"ME",2023,59,"2023-02-28",0,1,1,,38.47,12.21,24.22,25.13,19.01,2.22,0,0,,,,,,,,,,
"ME",2023,59,"2023-02-28",8,1,1,,54.19,16.97,36.11,35.7,27.66,3.08,0,0.03,,,,,,,,,,
"ME",2023,59,"2023-02-28",20,1,1,,58,18.96,41.42,36.52,29.3,3.01,0,0.1,,,,,,,,,,
"ME",2023,137,"2023-05-17",0,1,1,,54.84,16.86,36.26,33.48,26.41,2.63,0,0,,,,,,,,,,
"ME",2023,137,"2023-05-17",8,1,1,,55.02,16.91,36.2,33.48,26.53,2.69,0,0,,,,,,,,,,
"ME",2023,137,"2023-05-17",20,1,1,,55,16.74,35.63,33.05,26.29,2.69,0,0,,,,,,,,,,
"ME",2023,219,"2023-08-07",0,1,1,,55.12,16.65,21.81,32.9,27.04,2.83,0,0.01,,"E",,,,,,,,
"ME",2023,219,"2023-08-07",4,1,1,,54.34,18.62,21.71,32.5,26.79,2.8,0,0.01,,,,,,,,,,
"ME",2023,219,"2023-08-07",6,1,1,,54.25,16.9,21.89,33.13,26.64,2.83,0,0,,,,,,,,,,
"ME",2023,219,"2023-08-07",8,1,1,,53.81,16.34,34.65,32.98,26.76,2.99,0.01,0.08,,,,,,,,,,
"ME",2023,219,"2023-08-07",12,1,1,,53.53,16.37,36.91,33.04,26.64,3.09,0.01,0.15,,,,,,,,,,
"ME",2023,219,"2023-08-07",16,1,1,,53.31,16.26,38.11,33.6,27,3.16,0.02,0.23,,,,,,,,,,
"ME",2023,219,"2023-08-07",20,1,1,,53.09,15.45,37.81,33.15,26.61,3.2,0.02,0.24,,,,,,,,,,
"ME",2023,219,"2023-08-07",22,1,1,,53.54,15.7,38.9,33.83,27.12,3.22,0.01,0.26,,,,"E","E","E","E","E","E",
"ME",2023,305,"2023-11-01",0,1,1,,55.26,17.61,29.56,34.12,26.99,2.99,0,0,,,,,,,,,,
"ME",2023,305,"2023-11-01",4,1,1,,55.82,17.59,29.62,34.19,27.04,3,0,0,,,,,,,,,,
"ME",2023,305,"2023-11-01",20,1,1,,55.08,17.74,29.51,34.06,26.9,2.96,0,0.01,,,,,,,,,,
"MO",1996,37,"1996-02-06",1,1,1,,41.12,26.81,45.25,33.93,20.19,4.13,0,0,,,,,,,,"X","X",
"MO",1996,37,"1996-02-06",8,1,1,,42.18,26.68,45.09,33.29,20.87,3.92,0,0,,,,,,,,"X","X",
"MO",1996,37,"1996-02-06",20,1,1,,83.74,29.78,47.87,34.95,50.74,4.39,0.06,0.48,,,,,,"H",,,,
"MO",1996,122,"1996-05-01",0,1,1,,43.72,20.06,47.9,32.34,23.19,3.67,0,0,,,,,,,,"X","X",
"MO",1996,122,"1996-05-01",8,1,1,,56.38,19.92,47.64,32.58,22.86,3.69,0.01,0,,"L",,,,,,"X","X",
"MO",1996,122,"1996-05-01",20,1,1,,44.34,20.21,47.19,32.44,23.12,3.71,0.01,0,,"E","E","E","E","E","E","EX","EX",
"MO",1996,218,"1996-08-05",0,1,1,,39.51,18.28,28.1,28.98,20.5,3.52,0.03,0,,"E","E",,,,,,"X",
"MO",1996,218,"1996-08-05",4,1,1,,39.41,18.1,27.82,29.08,20.17,3.46,0,0,,,,,,,,"X","X",
"MO",1996,218,"1996-08-05",8,1,1,,39.59,18.02,29.84,29.09,20.37,3.45,0.01,0,,,,"E","E","E","E","EX","EX",
"MO",1996,218,"1996-08-05",12,1,1,,45.01,18.25,39.28,31.24,23.21,3.77,0.13,0.23,,,,,,,,"L",,
"MO",1996,218,"1996-08-05",16,1,1,,45.52,16.86,41.12,31.43,23.6,3.84,0.35,0.29,,,,,,,,,,
"MO",1996,218,"1996-08-05",20,1,1,,45.35,17.47,41.32,31.6,23.72,3.91,0.47,0.31,,,,,,,,,,
"MO",1996,330,"1996-11-25",0,1,1,,23.52,11.91,33.43,31.04,22.04,3.73,0.05,0.01,,,,,,,,,,
"MO",1996,330,"1996-11-25",8,1,1,,18.09,9.39,33.03,30.9,21.72,3.78,0,0,,"AL","AL",,,,,"X","X",
"MO",1996,330,"1996-11-25",20,1,1,,,,33.47,31.16,21.33,3.63,0,0.01,,,,,,,,"X",,
"MO",1997,48,"1997-02-17",1,1,1,,21.33,10.81,38.03,32.24,21.52,4.27,0,0,,,,,,,,"X","X",
"MO",1997,48,"1997-02-17",8,1,1,,44.22,22.71,37.04,32.36,22.59,4.21,0,0.02,,,,,,,,"X",,
"MO",1997,48,"1997-02-17",20,1,1,,,25.12,50.22,33.65,94.56,5.58,0,0.01,,,,"H",,"H",,"X",,
"MO",1997,121,"1997-05-01",0,1,1,,49.05,20.98,37.64,30.06,25.25,4.02,0,0,,,,,,,,"X","X",
"MO",1997,121,"1997-05-01",8,1,1,,49.45,21.24,38.24,31.91,25.64,4.12,0,0.02,,,,,,,,"X",,
"MO",1997,121,"1997-05-01",20,1,1,,50.33,21.64,38.17,31.09,25.41,4.12,0,0.02,,,,,,,,"X",,
"MO",1997,219,"1997-08-07",0,1,1,,45.94,19.56,28.06,30.24,23.03,3.98,0.02,0.02,,,,,,,,,,
"MO",1997,219,"1997-08-07",4,1,1,,45.98,19.68,28.46,30.96,23.34,3.88,0,0.01,,"E","E",,,,,"X",,
"MO",1997,219,"1997-08-07",8,1,1,,46.28,19.49,35.4,31.18,23.93,3.94,0.05,0.04,,,,,,,,,,
"MO",1997,219,"1997-08-07",12,1,1,,48.32,19.23,43.75,31.3,25.05,4.62,0.37,0.25,,,,,,,,"E",,
"MO",1997,219,"1997-08-07",16,1,1,,48.41,18.19,43.83,33.12,25.97,4.52,0.65,0.25,,,,,,,,"E",,
"MO",1997,219,"1997-08-07",20,1,1,,50.65,21.06,44.28,33.28,29.3,5.39,1.11,0.32,,,,,,,,,,
"MO",1997,329,"1997-11-25",0,1,1,,46.76,20.69,34.25,30.61,23.07,4.39,0.21,0.02,,,,,,"E",,"H",,
"MO",1997,329,"1997-11-25",4,1,1,,46.14,20.44,35.67,31.86,23.88,4.63,0.08,0.02,,"E","E",,,,,,,
"MO",1997,329,"1997-11-25",8,1,1,,47.33,20.96,34.62,31.59,23.55,4.58,0.05,0.02,,,,,,,,,,
"MO",1997,329,"1997-11-25",20,1,1,,47.63,21.09,34.78,31.15,23.75,4.85,0.13,0.02,,,,,,,,,,
"MO",1998,117,"1998-04-27",0,1,1,,47.01,21,36.73,29.95,24.06,3.88,0.02,0,,,,,,,,,"X",
"MO",1998,117,"1998-04-27",8,1,1,,46.99,20.94,37.74,30.02,22.08,3.82,0,0,,,,,,,,"X","X",
"MO",1998,117,"1998-04-27",20,1,1,,47.63,20.85,37.91,30.52,25.53,3.8,0,0.01,,,,,,,,"X",,
"MO",1998,214,"1998-08-02",0,1,1,,41.76,19.65,26.8,29.67,21.75,3.93,0,0,,,,,,,,"X","X",
"MO",1998,214,"1998-08-02",4,1,1,,41.9,19.57,26.36,29.53,21.57,3.84,0,0,,,,,,"E",,"X","X",
"MO",1998,214,"1998-08-02",8,1,1,,43.47,19.74,29.73,30.75,21.78,3.99,0,0.02,,"E","E",,,,,"X",,
"MO",1998,214,"1998-08-02",12,1,1,,46.15,17.91,40.72,31.38,24.29,4.06,0,0.01,,,,,,,,"X",,
"MO",1998,214,"1998-08-02",16,1,1,,46.47,16.77,44.09,31.35,24.7,4.64,0,0.01,,,,,,,,"X",,
"MO",1998,214,"1998-08-02",20,1,1,,46.47,16.59,44.48,31.15,24.87,4.1,0,0.02,,,,,,,,"X",,
"MO",1998,300,"1998-10-27",0,1,1,,21.53,9.27,34.23,31.22,21.56,3.86,0,0.03,,"L","L",,,,,"X",,
"MO",1998,300,"1998-10-27",8,1,1,,42.65,19.97,33.72,31.19,21.67,3.81,0,0.03,,,,,,,,"X",,
"MO",1998,300,"1998-10-27",20,1,1,,45.36,16.19,45.22,31.76,23.65,4.26,0.03,0.51,,,,,,,,,,
"MO",1999,27,"1999-01-27",1,1,1,,45.56,21.78,38.98,34.61,23.01,4.01,0,0,,"E","E",,,,,"X","X",
"MO",1999,27,"1999-01-27",8,1,1,,46.41,21.91,38.57,34.4,23.41,4,0,0,,,,,,,,"X","X",
"MO",1999,27,"1999-01-27",20,1,1,,104.6,24.51,47.36,34,54.01,4.49,0.01,0.12,,"H",,,,"H",,"X",,
"MO",1999,102,"1999-04-12",0,1,1,,49.97,21.46,39.34,33,25.53,3.88,0,0,,,,,,,,"X","X",
"MO",1999,102,"1999-04-12",8,1,1,,48.65,20.75,39.99,33.44,25.74,4.21,0,0,,,,"E","E","E","E","EX","EX",
"MO",1999,102,"1999-04-12",18,1,1,,48.29,20.67,40.14,34.61,26.84,4.39,0,0,,,,,,,,"X","X",
"MO",1999,188,"1999-07-07",0,1,1,,43.77,19.18,37.01,32.16,23.6,3.69,0,0.01,,,,"E","E","E","E","EX","E",
"MO",1999,188,"1999-07-07",4,1,1,,46.97,20.54,36.82,32.09,23.44,3.63,0,0.01,,,,,,,,"X",,
"MO",1999,188,"1999-07-07",8,1,1,,44.34,19.01,38.58,32.31,24.01,3.65,0,0.01,,,,,,,,"X",,
"MO",1999,188,"1999-07-07",12,1,1,,45.91,18.6,44.01,33.72,25.31,4.1,0.06,0.27,,"E","E",,,,,,,
"MO",1999,188,"1999-07-07",16,1,1,,46.17,18.08,40.95,31.49,23.89,4.01,0.27,0.31,,,,,,,,,,
"MO",1999,188,"1999-07-07",20,1,1,,46.43,18.36,43.04,33.43,25.4,4.01,0.45,0.33,,,,,,,,,,
"MO",1999,299,"1999-10-26",0,1,1,,44.4,19.44,30.03,31.42,22.33,3.56,0,0,,,,,,,,"X","X",
"MO",1999,299,"1999-10-26",4,1,1,,44.45,19.46,29.99,31.21,22.52,3.54,0.01,0,,,,,,,,"X","X",
"MO",1999,299,"1999-10-26",20,1,1,,44.82,19.44,30.57,31,22.3,3.51,0.01,0.01,,,,,,,,"X",,
"MO",2000,25,"2000-01-25",1,1,1,,46.04,20.01,35.43,32.96,22.29,3.55,0,0,,,,,,,,"X","X",
"MO",2000,25,"2000-01-25",8,1,1,,45.76,20.05,35.13,33.05,22.03,3.51,0.01,0.05,,,,,,,,"X","L",
"MO",2000,25,"2000-01-25",20,1,1,,54.54,19.38,40.08,34.22,26.09,3.44,0.02,0.23,,,,,,,,,,
"MO",2000,101,"2000-04-10",0,1,1,,46.79,19.36,36.45,32.45,22.13,3.38,0.03,0.03,,,,,,,,,,
"MO",2000,101,"2000-04-10",8,1,1,,46.79,19.42,36.36,32.33,21.81,3.29,0.02,0.04,,,,,,,,,,
"MO",2000,101,"2000-04-10",20,1,1,,46.84,19.27,35.65,32.42,21.91,3.28,0,0.07,,,,,,,,"X",,
"MO",2000,185,"2000-07-03",0,1,1,,40.04,17.4,32.49,28.77,20.24,3.23,0,0,,,,,,,,"X","X",
"MO",2000,185,"2000-07-03",4,1,1,,39.92,17.21,32.02,28.95,20.05,3.24,0,0,,,,,,,,"X","X",
"MO",2000,185,"2000-07-03",8,1,1,,40.3,17.24,32.01,29.52,20.55,3.26,0,0.01,,,,,,,,"X",,
"MO",2000,185,"2000-07-03",12,1,1,,44.2,16.99,33.28,29.91,22.33,3.32,0,0.01,,,,,,,,"X",,
"MO",2000,185,"2000-07-03",16,1,1,,45.69,16.29,34.74,30.89,23.44,3.37,0.17,0.39,,,,,,,,,,
"MO",2000,185,"2000-07-03",20,1,1,,46.01,16.4,34.94,31,23.49,3.39,0.4,0.41,,,,"E","E","E","E","E","E",
"MO",2000,298,"2000-10-24",0,1,1,,38.86,17.57,30.29,30.93,19.37,3.45,0,0,,,,,,,,"X","X",
"MO",2000,298,"2000-10-24",4,1,1,,39.26,17.62,30.34,30.61,19.75,3.45,0,0.01,,"E",,,,,,"X",,
"MO",2000,298,"2000-10-24",20,1,1,,39.58,17.43,30.54,31.07,20.26,3.47,0,0.02,,,,,,,,"X",,
"MO",2001,15,"2001-01-15",0,1,1,,37.91,17.45,33.5,30.92,20.16,3.58,0,0,,,,,,,,"X","X",
"MO",2001,15,"2001-01-15",8,1,1,,37.96,17.35,34.13,31.01,19.82,3.56,0,0,,,,,,,,"X","X",
"MO",2001,115,"2001-04-25",0,1,1,,46.3,17.74,35.32,30.6,24.19,3.41,0,0,,,,,,,,"X","X",
"MO",2001,115,"2001-04-25",8,1,1,,46.12,17.82,34.56,30.26,24.32,3.4,0,0.01,,,,,,,,"X",,
"MO",2001,115,"2001-04-25",20,1,1,,46.22,17.67,34.85,30.2,24.56,3.39,0,0,,,,"E","E","E","E","EX","EX",
"MO",2001,211,"2001-07-30",0,1,1,,44.1,16.41,27.11,31.48,24.24,3.57,0,0.01,,,,"E","E","E","E","EX","E",
"MO",2001,211,"2001-07-30",4,1,1,,43.66,16.3,26.86,31.52,24.3,3.55,0,0.01,,,,,,,,"X",,
"MO",2001,211,"2001-07-30",6,1,1,,43.69,16.48,26.94,31.65,24.29,3.58,0,0.01,,,,,,,,"X",,
"MO",2001,211,"2001-07-30",8,1,1,,43.98,15.76,36.85,31.81,24.2,3.86,0,0.05,,,,,,,,"X",,
"MO",2001,211,"2001-07-30",12,1,1,,45.07,14.96,43.29,32.33,24.98,3.85,0.11,0.32,,,,,,,,,,
"MO",2001,211,"2001-07-30",16,1,1,,45.45,15.23,44.08,32.2,25.29,3.83,0.19,0.41,,"E","E",,,,,,,
"MO",2001,211,"2001-07-30",20,1,1,,45.66,14.8,44.24,32.03,24.99,3.89,0.26,0.42,,,,,,,,,,
"MO",2001,211,"2001-07-30",21.9,1,1,,45.14,14.18,45.11,32.52,25.52,3.83,0.3,0.43,,,,,,,,,,
"MO",2001,295,"2001-10-22",0,1,1,,40.33,15.79,32.99,30.39,20.68,3.43,0,0.01,,,,,,,,"X",,
"MO",2001,295,"2001-10-22",4,1,1,,40.33,15.86,33.43,30.4,21.03,3.46,0,0,,,,,,,,"X","X",
"MO",2001,295,"2001-10-22",20,1,1,,40.65,15.91,33.79,30.17,21.46,3.47,0,0.01,,,,,,,,"X",,
"MO",2002,113,"2002-04-23",0,1,1,,41.08,17.74,36.7,30.3,21.8,3.83,0,0,,,,,,,,"X","X",
"MO",2002,113,"2002-04-23",8,1,1,,41.04,17.42,36.6,30.3,22.4,3.81,0,0,,,,,,,,"X","X",
"MO",2002,113,"2002-04-23",20,1,1,,40.99,17.66,36.9,30.4,22.4,3.84,0,0,,,,,,,,"X","X",
"MO",2002,197,"2002-07-16",0,1,1,,40.35,16.79,27.1,28.4,20.2,3.42,0,0,,,,,,,,"X","X",
"MO",2002,197,"2002-07-16",4,1,1,,40.4,16.94,29.4,28.8,20.7,3.52,0,0,,,,"E","E","E","E","EX","EX",
"MO",2002,197,"2002-07-16",6,1,1,,40.1,16.64,31.2,28.6,20.6,3.51,0.01,0.01,,,,,,,,"X",,
"MO",2002,197,"2002-07-16",8,1,1,,40.26,16.36,36.2,28.1,21.1,3.62,0.01,0.01,,"E","E",,,,,"X",,
"MO",2002,197,"2002-07-16",12,1,1,,40.91,15.93,38.3,28.6,21.6,3.76,0.01,0.16,,,,,,,,"X",,
"MO",2002,197,"2002-07-16",16,1,1,,41.15,15.6,38.5,28.4,21.5,3.88,0.02,0.27,,,,,,,,,,
"MO",2002,197,"2002-07-16",20,1,1,,41.3,15.24,38.7,28.3,21.8,3.86,0.02,0.28,,,,,,,,,,
"MO",2002,295,"2002-10-22",0,1,1,,45.95,19.09,28.8,28.6,21.3,3.69,0.01,0,,,,"E","E","E","E","EX","EX",
"MO",2002,295,"2002-10-22",4,1,1,,32.94,13.86,28.7,28.6,21.5,3.68,0,0,,"E","E",,,,,"X","X",
"MO",2002,295,"2002-10-22",20,1,1,,43.12,17.28,28.7,28.5,21,3.66,0,0,,,,,,,,"X","X",
"MO",2003,44,"2003-02-13",0,1,1,,48.35,21.07,33.08,33.13,21.88,4.26,0.01,0,,,,,,,,"X","X",
"MO",2003,44,"2003-02-13",8,1,1,,47.75,21.05,32.96,33.51,22.24,4.09,0.01,0,,,,,,,,"X","X",
"MO",2003,105,"2003-04-15",0,1,1,,49.67,18.77,31.59,29.54,19.44,3.44,0.01,0,,,,,,,,"X","X",
"MO",2003,105,"2003-04-15",8,1,1,,49.37,18.62,31.73,29.68,19.94,3.86,0.01,0,,,,,,"L",,"X","X",
"MO",2003,217,"2003-08-05",0,1,1,,49.12,17.73,26.64,32.88,23.42,4.43,0.01,0.01,,,,,,,,"X",,
"MO",2003,217,"2003-08-05",4,1,1,,48.48,17.56,26.65,32.97,23.28,4.46,0.01,0,,,,,,,,"X","X",
"MO",2003,217,"2003-08-05",6,1,1,,48.96,17.71,27.67,33.29,23.45,4.58,0.01,0,,,,,,,,"X","X",
"MO",2003,217,"2003-08-05",8,1,1,,48.98,17.66,30.03,32.78,22.71,4.58,0.01,0,,,,,,,,"X","X",
"MO",2003,217,"2003-08-05",12,1,1,,48.68,16.88,36.57,33.03,22.53,4.71,0.03,0.2,,,,,,,,,,
"MO",2003,217,"2003-08-05",16,1,1,,48.87,16.4,37.37,33.09,22.33,4.23,0.03,0.23,,,,,,,,,,
"MO",2003,217,"2003-08-05",20,1,1,,48.88,16.19,37.96,33.46,23.02,4.39,0.03,0.24,,"E","E",,,,,,,
"MO",2003,302,"2003-10-29",0,1,1,,49.45,18.25,29.99,34.27,23.13,3.84,0,0,,,,,,,,"X","X",
"MO",2003,302,"2003-10-29",4,1,1,,49.31,18.26,29.86,34.87,23.88,4.04,0,0,,,,,,,,"X","X",
"MO",2003,302,"2003-10-29",20,1,1,,49.21,18.18,30.29,34.67,24.05,4.12,0.03,0.02,,,,,,,,,,
"MO",2004,48,"2004-02-17",0,1,1,,47,20.37,36.3,37,23.7,3.33,0,0,,,,,,,,"X","X",
"MO",2004,48,"2004-02-17",8,1,1,,48.8,20.11,34.5,35,23.7,3.2,0,0,,,,,,,,"X","X",
"MO",2004,104,"2004-04-13",0,1,1,,50.81,19.81,34.5,33.2,25.2,2.91,0,0,,,,,,,,"X","X",
"MO",2004,104,"2004-04-13",8,1,1,,50.87,19.78,34.2,33,25,2.97,0,0,,,,,,,,"X","X",
"MO",2004,104,"2004-04-13",20,1,1,,80.73,19.84,34.1,32.8,25,2.89,0,0,,,,,,,,"X","X",
"MO",2004,218,"2004-08-05",0,1,1,,4.58,1.36,26.6,28.8,19.7,2.91,0,0.01,,"AN","AN",,,,,"X",,
"MO",2004,218,"2004-08-05",4,1,1,,45.3,18.05,26.6,28.3,18.3,3.12,0,0.01,,"AN","AN","E","E","E","E","EX","E",
"MO",2004,218,"2004-08-05",6,1,1,,28.56,9.95,26.4,28.7,18.1,3.28,0,0,,"AN","AN",,,,,"X","X",
"MO",2004,218,"2004-08-05",8,1,1,,7.37,2.91,29,28.3,17.9,3.38,0,0.01,,"AN","AN",,,,,"X",,
"MO",2004,218,"2004-08-05",12,1,1,,3.62,4.48,34.9,29.7,20,3.69,0.02,0.17,,"AN","AN",,,,,,,
"MO",2004,218,"2004-08-05",16,1,1,,7.05,1.4,36,29.7,19.9,3.85,0.04,0.26,,"ANL","AN",,,,,,,
"MO",2004,218,"2004-08-05",20,1,1,,25.48,5.44,35.9,29.5,19.7,3.86,0.05,0.27,,"AN","AN",,,,,,,
"MO",2004,309,"2004-11-04",0,1,1,,45.68,19.4,30.7,29.5,18.9,3.43,0,0,,,,,,,,"X","X",
"MO",2004,309,"2004-11-04",4,1,1,,45.64,19.51,31.2,30.1,19.4,3.56,0,0,,,,,,,,"X","X",
"MO",2004,309,"2004-11-04",8,1,1,,45.37,19.27,31.2,29.9,19.3,3.49,0,0,,"L","L",,,,,"X","X",
"MO",2004,309,"2004-11-04",20,1,1,,45.37,19.27,31,29.7,19.9,3.54,0,0,,"L","L",,,,,"X","X",
"MO",2005,34,"2005-02-03",0,1,1,,46.04,20.51,35.1,31.9,21.2,3.11,0,0,,,,,,,,"X","X",
"MO",2005,34,"2005-02-03",8,1,1,,46.98,21.12,34.7,31.5,21.3,3.09,0,0,,,,,,,,"X","X",
"MO",2005,34,"2005-02-03",20,1,1,,147.38,21.73,40.4,27.7,79.1,5.7,0.08,0.24,,"H",,,,"H",,,,
"MO",2005,108,"2005-04-18",0,1,1,,59.46,21.81,35.2,31.1,26.9,3.24,0,0,,,,,,,,"X","X",
"MO",2005,108,"2005-04-18",8,1,1,,60.02,22.15,34.6,30.9,26.5,3.26,0,0,,,,,,,,"X","X",
"MO",2005,108,"2005-04-18",20,1,1,,62.09,22.05,35.4,31.1,27.1,3.33,0,0,,,,"E","E","E","E","EX","EX",
"MO",2005,215,"2005-08-03",0,1,1,,56.51,19.43,24.9,31.1,27.9,3.26,0.01,0,,,,,,,,"X","X",
"MO",2005,215,"2005-08-03",4,1,1,,56.46,19.43,24.6,30.8,27.6,3.28,0.01,0,,,,,,,,"X","X",
"MO",2005,215,"2005-08-03",6,1,1,,56.66,19.62,24.6,30.4,28.2,3.24,0.01,0,,,,"E","E","E","E","EX","EX",
"MO",2005,215,"2005-08-03",8,1,1,,55.45,19.45,28.4,30.6,27.4,3.21,0.01,0.03,,,,,,,,"X",,
"MO",2005,215,"2005-08-03",12,1,1,,54.14,17.9,37.7,31.1,27.3,3.42,0.03,0.19,,,,,,,,,,
"MO",2005,215,"2005-08-03",16,1,1,,54.1,17.69,37.6,30.8,27,3.46,0.03,0.23,,,,,,,,,,
"MO",2005,215,"2005-08-03",20,1,1,,54.42,16.98,38.5,31.2,27.5,3.44,0.03,0.24,,"E","E",,,,,,,
"MO",2005,215,"2005-08-03",22,1,1,,54.04,16.94,38.1,30.9,27.6,3.61,0.03,0.23,,,,,,,,,,
"MO",2005,307,"2005-11-03",0,1,1,,57.82,20,29.8,32.6,29.4,3.39,0.01,0,,,,,,,,"X","X",
"MO",2005,307,"2005-11-03",4,1,1,,57.87,20.14,30,32.8,29.5,3.42,0.01,0,,,,,,,,"X","X",
"MO",2005,307,"2005-11-03",20,1,1,,58.2,19.99,29.6,32.4,30.1,3.7,0.01,0,,,,"E","E","E","E","EX","EX",
"MO",2006,109,"2006-04-19",0,1,1,,64.08,21.96,33.63,32.44,29.36,3.16,0,0,,,,,,,,"X","X",
"MO",2006,109,"2006-04-19",8,1,1,,63.92,21.92,33.47,32.28,29.36,3.19,0,0,,,,,,,,"X","X",
"MO",2006,109,"2006-04-19",20,1,1,,64.61,21.82,33.61,32.55,29.84,3.2,0,0,,"E","E",,,,,"X","X",
"MO",2006,220,"2006-08-08",0,1,1,,54.29,19.84,24.8,31.1,26.01,3.08,0,0,,,,,,,,"X","X",
"MO",2006,220,"2006-08-08",4,1,1,,55.07,19.96,24.7,31.2,25.65,2.99,0,0,,,,,,,,"X","X",
"MO",2006,220,"2006-08-08",6,1,1,,54.43,19.93,24.9,31.5,26.01,3,0,0,,,,,,,,"X","X",
"MO",2006,220,"2006-08-08",8,1,1,,55.29,19.78,29.6,31.7,26.28,3.03,0,0.04,,,,,,,,"X",,
"MO",2006,220,"2006-08-08",12,1,1,,57.04,18.67,37.8,32.1,27.27,3.3,0.02,0.16,,,,,,,,,,
"MO",2006,220,"2006-08-08",16,1,1,,56.83,17.57,38.5,32.5,28.08,3.28,0.02,0.18,,"E","E",,,,,,,
"MO",2006,220,"2006-08-08",20,1,1,,57.41,17.77,38.9,32.5,27.72,3.3,0.02,0.18,,,,,,,,,,
"MO",2006,220,"2006-08-08",22,1,1,,56.86,16.7,39.05,32.65,27.9,3.32,0.02,0.19,,,,"E","E","E","E","E","E",
"MO",2006,303,"2006-10-30",0,1,1,,53.71,19.42,32.2,32.4,25.7,3.21,0,0,,,,,,,,"X","X",
"MO",2006,303,"2006-10-30",4,1,1,,53.71,19.5,32.3,31.35,25.1,3.21,0,0,,,,"E","E","E","E","EX","EX",
"MO",2006,303,"2006-10-30",20,1,1,,53.64,19.43,32.1,31.4,25.8,3.2,0,0,,,,,,,,"X","X",
"MO",2007,5,"2007-01-05",0,1,1,,52.36,19.84,36.7,34.7,28.4,3.66,0,0,,,,,,,,"X","X",
"MO",2007,5,"2007-01-05",8,1,1,,52.4,19.82,38.1,35.7,29.3,3.65,0,0,,"E","E",,,,,"X","X",
"MO",2007,5,"2007-01-05",20,1,1,,52.51,19.83,37.2,34.9,28.9,3.61,0,0,,,,,,,,"X","X",
"MO",2007,57,"2007-02-26",0,1,1,,50.57,19.96,39.3,36.3,29.5,3.69,0,0,,,,,,,,"X","X",
"MO",2007,57,"2007-02-26",8,1,1,,53.04,19.96,39.5,36.5,30,3.69,0,0,,,,,,,,"X","X",
"MO",2007,57,"2007-02-26",20,1,1,,84.89,20.4,,,,,,,,,,,,,,,,
"MO",2007,107,"2007-04-17",0,1,1,,54.82,20.13,38,33.6,30.7,3.58,0,0,,,,,,,,"X","X",
"MO",2007,107,"2007-04-17",8,1,1,,54.36,19.8,38.25,33.9,30.9,3.61,0,0,,,,"E","E","E","E","EX","EX",
"MO",2007,107,"2007-04-17",20,1,1,,55.24,20.08,38.1,33.6,30.6,3.52,0,0.01,,,,,,,,"X",,
"MO",2007,219,"2007-08-07",0,1,1,,49.59,17.19,25,30.7,27.1,3.13,0,0,,"EN","EN",,,,,"X","X",
"MO",2007,219,"2007-08-07",4,1,1,,55.15,19.23,24.9,30.8,27,3.14,0,0,,,,,,,,"X","X",
"MO",2007,219,"2007-08-07",6,1,1,,55.24,19.32,25.3,30.4,26.8,3.15,0,0.01,,,,,,,,"X",,
"MO",2007,219,"2007-08-07",8,1,1,,55.9,19.54,30.1,30.9,27.1,3.18,0,0.04,,,,,,,,"X",,
"MO",2007,219,"2007-08-07",12,1,1,,54.79,17.14,41,31.4,27.7,3.49,0.02,0.24,,,,,,,,,,
"MO",2007,219,"2007-08-07",16,1,1,,54.73,16.61,41.6,31.4,27.7,3.47,0.02,0.25,,,,,,,,,,
"MO",2007,219,"2007-08-07",20,1,1,,54.19,16.46,41.2,31.1,28.1,3.55,0.01,0.25,,,,,,,,"X",,
"MO",2007,302,"2007-10-29",0,1,1,,49.06,19.09,32.6,32,25.9,3.38,0.05,0,,,,,,,,,"X",
"MO",2007,302,"2007-10-29",4,1,1,,48.09,18.9,33.2,32.5,26.2,3.4,0.02,0,,,,,,,,,"X",
"MO",2007,302,"2007-10-29",20,1,1,,48.71,18.97,32.8,32,26.2,3.41,0,0,,,,,,,,"X","X",
"MO",2008,63,"2008-03-03",0,1,1,,52.45,20.24,33.8,31.3,25.4,3.19,0,0,,,,,,,,"X","X",
"MO",2008,63,"2008-03-03",8,1,1,,56.56,20.67,35.1,32.1,27.2,3.26,0,0,,,,,,,,"X","X",
"MO",2008,63,"2008-03-03",20,1,1,,87.7,33.74,56.6,32.9,144,6.59,0.2,0.39,,,,"H",,"H",,,,
"MO",2008,108,"2008-04-17",0,1,1,,67.12,20.43,38.5,31.1,36.1,3.34,0,0,,,,,,,,"X","X",
"MO",2008,108,"2008-04-17",8,1,1,,67.27,20.5,38.5,31.1,36.2,3.32,0,0,,,,,,,,"X","X",
"MO",2008,108,"2008-04-17",20,1,1,,67.29,20.45,37.8,30.7,35.6,3.29,0,0,,,,,,,,"X","X",
