"lakeid","year4","daynum","sampledate","depth","rep","sta","event","cl","so4","ca","mg","na","k","fe","mn","cond","flagcl","flagso4","flagca","flagmg","flagna","flagk","flagfe","flagmn","flagcond"
"AL",1986,225,"1986-08-13",4,1,1,"Quarterly",0.29,3.35,10.9,3.23,1.5,0.66,,,,,,,,,,,,
"AL",1986,225,"1986-08-13",6,1,1,"Quarterly",0.34,2.7,12.73,3.43,1.54,0.79,,,94,,,,,,,,,
"AL",1986,225,"1986-08-13",7,1,1,"Quarterly",0.43,0.96,16.42,3.68,1.55,0.99,,,120,,,,,,,,,
"AL",1986,307,"1986-11-03",0,1,1,"Quarterly",0.29,3.13,10.85,3.08,1.55,0.66,,,85,"E","E",,,,,,,
"AL",1986,307,"1986-11-03",4,1,1,"Quarterly",0.29,3.13,10.86,3.17,1.54,0.7,,,85,"E","E",,,,,,,
"AL",1986,307,"1986-11-03",7,1,1,"Quarterly",0.33,3.13,10.89,3.25,1.54,0.68,,,84,"E","E",,,,,,,
"AL",1987,20,"1987-01-20",4,1,1,"Chem",,,,,,,0.19,0.06,,,,,,,,,,
"AL",1987,20,"1987-01-20",7,1,1,"Chem",,,,,,,2.03,0.4,,,,,,,,,,
"AL",1987,55,"1987-02-24",0,1,1,"Quarterly",,,,,,,,,99,,,,,,,,,
"AL",1987,55,"1987-02-24",4,1,1,"Quarterly",,,,,,,,,97,,,,,,,,,
"AL",1987,55,"1987-02-24",7,1,1,"Quarterly",,,,,,,,,109,,,,,,,,,
"AL",1987,78,"1987-03-19",4,1,1,"Chem",,,,,,,0.69,0.22,,,,,,,,,,
"AL",1987,78,"1987-03-19",6,1,1,"Chem",,,,,,,1.26,0.28,,,,,,,,,,
"AL",1987,78,"1987-03-19",7,1,1,"Chem",,,,,,,1.18,0.27,,,,,,,,"E",,
"AL",1987,105,"1987-04-15",0,1,1,"Quarterly",0.39,3.43,10.78,3.21,1.56,0.73,,,83,,,,,,,,,
"AL",1987,105,"1987-04-15",4,1,1,"Quarterly",0.37,3.44,10.4,3.3,1.56,0.77,0.46,0,84,,,,,,,,"X",
"AL",1987,105,"1987-04-15",7,1,1,"Quarterly",0.38,3.38,10.64,3.28,1.58,0.72,0.51,0.06,84,,,,,,,,,
"AL",1987,138,"1987-05-18",4,1,1,"Chem",,,,,,,0.14,0,,,,,,,,,"X",
"AL",1987,138,"1987-05-18",6,1,1,"Chem",,,,,,,0.27,0,,,,,,,,,"X",
"AL",1987,138,"1987-05-18",7,1,1,"Chem",,,,,,,0.93,0.17,,,,,,,,,,
"AL",1987,162,"1987-06-11",6,1,1,"Chem",,,,,,,0,0.06,,,,,,,,"X",,
"AL",1987,162,"1987-06-11",7,1,1,"Chem",,,,,,,1.18,0.64,,,,,,,,"E",,
"AL",1987,194,"1987-07-13",6,1,1,"Chem",,,,,,,0.19,0.14,,,,,,,,,,
"AL",1987,194,"1987-07-13",7,1,1,"Chem",,,,,,,1.15,1.3,,,,,,,,,,
"AL",1987,225,"1987-08-13",0,1,1,"Quarterly",0.32,3.15,11.5,3.18,1.55,0.62,,,89,,,,,,,,,
"AL",1987,225,"1987-08-13",4,1,1,"Quarterly",0.28,3.1,11.44,3.2,1.55,0.61,,,83,,,,,,,,,
"AL",1987,225,"1987-08-13",6,1,1,"Quarterly",0.37,1.68,14.47,3.42,1.59,0.84,0.49,0.71,,,,,,,,,,
"AL",1987,225,"1987-08-13",7,1,1,"Quarterly",0.44,0.72,16.26,3.57,1.65,1.02,6.84,1.57,113,,,,,,,,,
"AL",1987,253,"1987-09-10",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1987,253,"1987-09-10",7,1,1,"Chem",,,,,,,0.94,0.38,,,,,,,,,,
"AL",1987,278,"1987-10-05",7,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1987,309,"1987-11-05",0,1,1,"Quarterly",0.28,3.64,11.53,3.19,1.62,0.71,,,91,,,,,,"E",,,
"AL",1987,309,"1987-11-05",4,1,1,"Quarterly",0.28,3.61,11.53,3.21,1.6,0.71,,,92,,,,,,,,,
"AL",1987,309,"1987-11-05",7,1,1,"Quarterly",0.29,3.53,11.92,3.21,1.62,0.74,0,0,92,,,,,,,"X","X",
"AL",1988,11,"1988-01-11",0,1,1,"Chem",,,,,,,0.2,0,,,,,,,,,"X",
"AL",1988,11,"1988-01-11",4,1,1,"Chem",,,,,,,0.14,0.05,,,,,,,,,,
"AL",1988,11,"1988-01-11",6,1,1,"Chem",,,,,,,0.22,0.2,,,,,,,,,,
"AL",1988,11,"1988-01-11",7,1,1,"Chem",,,,,,,0.28,0.22,,,,,,,,,,
"AL",1988,62,"1988-03-02",0,1,1,"Quarterly",0.39,5.13,14.17,3.64,1.83,0.86,0.3,0.03,111,,,"K","K",,,,,
"AL",1988,62,"1988-03-02",4,1,1,"Quarterly",0.37,4,14.17,3.49,1.66,0.83,0.3,0.18,107,,,"K","K",,,,,
"AL",1988,62,"1988-03-02",6,1,1,"Quarterly",0.35,3.89,14.17,3.59,1.75,0.87,0.55,0.24,,,,"K","K",,,,,
"AL",1988,62,"1988-03-02",7,1,1,"Quarterly",0.37,3.83,15.1,3.77,1.71,0.95,0.85,0.3,113,,,"K","K",,,,,
"AL",1988,81,"1988-03-21",0,1,1,"Chem",,,,,,,0.25,0,,,,,,,,,"X",
"AL",1988,81,"1988-03-21",4,1,1,"Chem",,,,,,,0.42,0.25,,,,,,,,,"E",
"AL",1988,81,"1988-03-21",6,1,1,"Chem",,,,,,,0.62,0.31,,,,,,,,"E",,
"AL",1988,81,"1988-03-21",7,1,1,"Chem",,,,,,,1.1,0.46,,,,,,,,,,
"AL",1988,117,"1988-04-26",0,1,1,"Quarterly",0.33,3.9,12.21,3.12,1.5,0.74,0.14,0.06,93,,,"K","K",,,,,
"AL",1988,117,"1988-04-26",4,1,1,"Quarterly",0.33,3.9,11.83,3.18,1.54,0.74,0.31,0.04,93,,,"K","K",,,,"E",
"AL",1988,117,"1988-04-26",7,1,1,"Quarterly",0.39,3.93,12.96,3.12,1.57,0.7,0.31,0.03,93,,,"K","K",,,,,
"AL",1988,146,"1988-05-25",0,1,1,"Chem",,,,,,,0.04,0,,,,,,,,,"X",
"AL",1988,146,"1988-05-25",2,1,1,"Chem",,,,,,,0.03,0.02,,,,,,,,,,
"AL",1988,146,"1988-05-25",6,1,1,"Chem",,,,,,,0.05,0.02,,,,,,,,,,
"AL",1988,146,"1988-05-25",7,1,1,"Chem",,,,,,,0.13,0.09,,,,,,,,,,
"AL",1988,172,"1988-06-20",0,1,1,"Chem",,,,,,,0.05,0,,,,,,,,,"X",
"AL",1988,172,"1988-06-20",4,1,1,"Chem",,,,,,,0.08,0.02,,,,,,,,,,
"AL",1988,172,"1988-06-20",6,1,1,"Chem",,,,,,,0.35,0.23,,,,,,,,,,
"AL",1988,172,"1988-06-20",7,1,1,"Chem",,,,,,,0.62,0.36,,,,,,,,"E","E",
"AL",1988,201,"1988-07-19",0,1,1,"Chem",,,,,,,0.05,0,,,,,,,,,"X",
"AL",1988,201,"1988-07-19",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1988,201,"1988-07-19",6,1,1,"Chem",,,,,,,0.05,0,,,,,,,,,"X",
"AL",1988,201,"1988-07-19",7,1,1,"Chem",,,,,,,0,1.28,,,,,,,,"X","E",
"AL",1988,231,"1988-08-18",0,1,1,"Quarterly",0.25,3.48,11.68,3.33,1.64,0.65,0.15,0,95,,,"K","K",,,,"X",
"AL",1988,231,"1988-08-18",4,1,1,"Quarterly",0.28,3.46,11.84,3.39,1.67,0.64,0.12,0,95,,,"K","M","E",,,"X",
"AL",1988,231,"1988-08-18",6,1,1,"Quarterly",0.31,2.92,13.05,3.47,1.69,0.74,0.15,0,103,,,"K","K",,,,"X",
"AL",1988,231,"1988-08-18",7,1,1,"Quarterly",0.4,0.8,18.91,4.02,1.7,1.02,8.15,2.27,137,,,"K","K",,,,"EH",
"AL",1988,257,"1988-09-13",0,1,1,"Chem",,,,,,,0.07,0,,,,,,,,,"X",
"AL",1988,257,"1988-09-13",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1988,257,"1988-09-13",7,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1988,286,"1988-10-12",0,1,1,"Chem",,,,,,,0.1,0,,,,,,,,,"X",
"AL",1988,286,"1988-10-12",4,1,1,"Chem",,,,,,,0.1,0,,,,,,,,,"X",
"AL",1988,286,"1988-10-12",7,1,1,"Chem",,,,,,,0.16,0,,,,,,,,,"EX",
"AL",1988,307,"1988-11-02",0,1,1,"Quarterly",0.28,4.56,11.28,3.26,1.63,0.68,0.07,0,83,,,"K","K",,,,"X","J"
"AL",1988,307,"1988-11-02",4,1,1,"Quarterly",0.28,4.53,11.86,3.31,1.66,0.68,0.11,0,82,,,"K","M","E",,,"X","J"
"AL",1988,307,"1988-11-02",7,1,1,"Quarterly",0.27,4.57,11.93,3.32,1.67,0.69,0.11,0,82,,,"K","K",,,,"X","J"
"AL",1989,11,"1989-01-11",0,1,1,"Chem",,,,,,,0.15,0.04,,,,,,,,,,
"AL",1989,11,"1989-01-11",4,1,1,"Chem",,,,,,,0.12,0.04,,,,,,,,,,
"AL",1989,11,"1989-01-11",7,1,1,"Chem",,,,,,,0.15,0.17,,,,,,,,,,
"AL",1989,65,"1989-03-06",0,1,1,"Quarterly",0.39,4.91,12.74,3.48,1.84,0.75,0.15,0.04,102,"G","G",,,"E","E",,,"J"
"AL",1989,65,"1989-03-06",4,1,1,"Quarterly",0.44,4.72,12.52,3.35,1.75,0.81,0.15,0.11,100,"G","G",,,,,,"L","J"
"AL",1989,65,"1989-03-06",7,1,1,"Quarterly",0.39,4.47,14.96,3.87,1.79,0.88,0.75,0.48,114,"G","G",,,,,,,"J"
"AL",1989,86,"1989-03-27",1,1,1,"Chem",,,,,,,0.12,0,,,,,,,,,"X",
"AL",1989,86,"1989-03-27",2,1,1,"Chem",,,,,,,0.43,0.07,,,,,,,,,,
"AL",1989,86,"1989-03-27",4,1,1,"Chem",,,,,,,0.5,0.25,,,,,,,,,,
"AL",1989,86,"1989-03-27",7,1,1,"Chem",,,,,,,1.1,0.48,,,,,,,,,,
"AL",1989,121,"1989-05-01",0,1,1,"Quarterly",0.36,4.18,11.41,3.28,1.57,0.72,0.26,0.1,92,,,,,,"E",,,"J"
"AL",1989,121,"1989-05-01",4,1,1,"Quarterly",0.34,4.17,11.63,3.17,1.59,0.76,0.32,0.13,96,,,,"E",,,,,"J"
"AL",1989,121,"1989-05-01",7,1,1,"Quarterly",0.36,4.05,12.19,3.25,1.6,0.76,0.48,0.19,99,,,"E",,,,,,"J"
"AL",1989,149,"1989-05-29",0,1,1,"Chem",,,,,,,0.1,0,,,,,,,,,"X",
"AL",1989,149,"1989-05-29",4,1,1,"Chem",,,,,,,0.1,0.04,,,,,,,,,,
"AL",1989,149,"1989-05-29",6,1,1,"Chem",,,,,,,0.16,0.11,,,,,,,,,,
"AL",1989,149,"1989-05-29",7,1,1,"Chem",,,,,,,0.31,0.17,,,,,,,,"E",,
"AL",1989,179,"1989-06-28",0,1,1,"Chem",,,,,,,0.04,0.02,,,,,,,,,"E",
"AL",1989,179,"1989-06-28",2,1,1,"Chem",,,,,,,0.04,0,,,,,,,,,"X",
"AL",1989,179,"1989-06-28",4,1,1,"Chem",,,,,,,0.07,0,,,,,,,,,"X",
"AL",1989,179,"1989-06-28",7,1,1,"Chem",,,,,,,1.11,0.9,,,,,,,,,,
"AL",1989,206,"1989-07-25",0,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1989,206,"1989-07-25",2,1,1,"Chem",,,,,,,0,0,,,,,,,,"LX","X",
"AL",1989,206,"1989-07-25",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1989,206,"1989-07-25",7,1,1,"Chem",,,,,,,0.65,1.36,,,,,,,,,,
"AL",1989,234,"1989-08-22",0,1,1,"Quarterly",0.16,3.95,11.85,3.28,1.6,0.67,0,0,91,,,,,,,"X","X",
"AL",1989,234,"1989-08-22",4,1,1,"Quarterly",0.16,3.88,12.07,3.22,1.63,0.72,0,0,92,,,,,,,"X","X",
"AL",1989,234,"1989-08-22",6,1,1,"Quarterly",0.3,3.08,13.39,3.48,1.65,0.85,0,0,104,,,"E",,,,"X","X",
"AL",1989,234,"1989-08-22",7,1,1,"Quarterly",0.32,2.04,16.63,3.94,1.72,1.02,0.29,1.29,119,,,,,,,,,
"AL",1989,262,"1989-09-19",0,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1989,262,"1989-09-19",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1989,262,"1989-09-19",6,1,1,"Chem",,,,,,,0.28,0,,,,,,,,,"X",
"AL",1989,262,"1989-09-19",7,1,1,"Chem",,,,,,,2.82,1.86,,,,,,,,,,
"AL",1989,291,"1989-10-18",0,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1989,291,"1989-10-18",4,1,1,"Chem",,,,,,,0.08,0,,,,,,,,"E","X",
"AL",1989,291,"1989-10-18",7,1,1,"Chem",,,,,,,0.16,0,,,,,,,,,"X",
"AL",1989,313,"1989-11-09",0,1,1,"Quarterly",0.26,4.14,12.62,3.35,1.69,0.73,0.09,0,94,,,,,,,,"X",
"AL",1989,313,"1989-11-09",4,1,1,"Quarterly",0.27,3.93,11.87,3.28,1.66,0.75,0.06,0.03,95,,,,,,,,,
"AL",1989,313,"1989-11-09",7,1,1,"Quarterly",0.25,4.13,12.12,3.28,1.65,0.7,0.06,0.03,95,,,,,,,,,
"AL",1990,24,"1990-01-24",0,1,1,"Chem",,,,,,,0.16,0,,,,,,,,,"X",
"AL",1990,24,"1990-01-24",4,1,1,"Chem",,,,,,,0.12,0.07,,,,,,,,,,
"AL",1990,24,"1990-01-24",7,1,1,"Chem",,,,,,,0.78,0.59,,,,,,,,,"E",
"AL",1990,58,"1990-02-27",0,1,1,"Quarterly",0.34,5,13.72,3.59,1.91,0.81,0.21,0,106,,,,"E",,,,"X",
"AL",1990,58,"1990-02-27",4,1,1,"Quarterly",0.32,4.24,14.2,3.75,1.59,0.89,0.07,0.11,108,,,,,,,,,
"AL",1990,58,"1990-02-27",7,1,1,"Quarterly",0.33,3.84,17.09,4.41,1.81,1.04,0.97,0.57,130,,,,,,,,,
"AL",1990,86,"1990-03-27",0,1,1,"Chem",,,,,,,0.18,0,,,,,,,,,"X",
"AL",1990,86,"1990-03-27",4,1,1,"Chem",,,,,,,0.27,0.15,,,,,,,,"E","E",
"AL",1990,86,"1990-03-27",7,1,1,"Chem",,,,,,,0.85,0.59,,,,,,,,,,
"AL",1990,120,"1990-04-30",0,1,1,"Quarterly",0.3,3.83,12.13,3.09,1.55,0.79,0.12,0.03,94,,,,,,,,,
"AL",1990,120,"1990-04-30",4,1,1,"Quarterly",0.29,3.84,12.76,3.07,1.62,0.8,0.09,0.03,95,"E","E",,,,,,,
"AL",1990,120,"1990-04-30",7,1,1,"Quarterly",0.32,3.49,13.48,3.2,1.62,0.87,0.44,0.22,102,,,,,,"E",,,
"AL",1990,150,"1990-05-30",0,1,1,"Chem",,,,,,,0.06,0,,,,,,,,,"X",
"AL",1990,150,"1990-05-30",2,1,1,"Chem",,,,,,,0.09,0,,,,,,,,,"X",
"AL",1990,150,"1990-05-30",4,1,1,"Chem",,,,,,,0.12,0.06,,,,,,,,,,
"AL",1990,150,"1990-05-30",7,1,1,"Chem",,,,,,,0.59,0.32,,,,,,,,,,
"AL",1990,178,"1990-06-27",0,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1990,178,"1990-06-27",2,1,1,"Chem",,,,,,,0.06,0,,,,,,,,,"X",
"AL",1990,178,"1990-06-27",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1990,178,"1990-06-27",7,1,1,"Chem",,,,,,,1.8,0.96,,,,,,,,,,
"AL",1990,205,"1990-07-24",0,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1990,205,"1990-07-24",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1990,205,"1990-07-24",6,1,1,"Chem",,,,,,,0.3,0.35,,,,,,,,,"E",
"AL",1990,205,"1990-07-24",7,1,1,"Chem",,,,,,,1.99,1.9,,,,,,,,"E",,
"AL",1990,234,"1990-08-22",0,1,1,"Quarterly",0.27,3.35,12.34,3.38,1.6,0.66,0,0,99,,,"E",,,,"X","X",
"AL",1990,234,"1990-08-22",4,1,1,"Quarterly",0.28,3.35,12.55,3.42,1.6,0.68,0,0,,,,,,,"E","X","X",
"AL",1990,234,"1990-08-22",6,1,1,"Quarterly",0.4,2.65,13.39,3.62,1.64,0.78,0.34,0.28,109,"L","L",,,,"L",,,
"AL",1990,234,"1990-08-22",7,1,1,"Quarterly",0.37,0.79,18.44,4.16,1.7,1.08,9.23,2.15,135,,,,,"E",,"H","H",
"AL",1990,261,"1990-09-18",0,1,1,"Chem",,,,,,,0.27,0,,,,,,,,,"X",
"AL",1990,261,"1990-09-18",4,1,1,"Chem",,,,,,,0.27,0,,,,,,,,"L","LX",
"AL",1990,261,"1990-09-18",7,1,1,"Chem",,,,,,,0.6,0.15,,,,,,,,,,
"AL",1990,290,"1990-10-17",0,1,1,"Chem",,,,,,,0.14,0.03,,,,,,,,,,
"AL",1990,290,"1990-10-17",4,1,1,"Chem",,,,,,,0.14,0.04,,,,,,,,,,
"AL",1990,290,"1990-10-17",7,1,1,"Chem",,,,,,,0.14,0.03,,,,,,,,,,
"AL",1990,313,"1990-11-09",0,1,1,"Quarterly",0.3,3.14,12.18,3.19,1.58,0.64,0.04,0,94,,,"E",,,,"E","X",
"AL",1990,313,"1990-11-09",4,1,1,"Quarterly",0.29,3.12,12.12,3.16,1.57,0.65,0,0.03,94,,,,"E",,,"X",,
"AL",1990,313,"1990-11-09",7,1,1,"Quarterly",0.29,3.14,12.12,3.15,1.56,0.69,0.12,0.03,94,,,,,,,,,
"AL",1991,17,"1991-01-17",0,1,1,"Chem",,,,,,,0.18,0,,,,,,,,"L","X",
"AL",1991,17,"1991-01-17",4,1,1,"Chem",,,,,,,0.14,0.09,,,,,,,,,,
"AL",1991,17,"1991-01-17",7,1,1,"Chem",,,,,,,1.01,0.39,,,,,,,,,,
"AL",1991,50,"1991-02-19",0,1,1,"Quarterly",0.33,4.71,13.67,3.67,1.83,0.77,0.17,0,106,,,,,,,,"X",
"AL",1991,50,"1991-02-19",4,1,1,"Quarterly",0.31,3.64,13.99,3.6,1.69,0.82,0.1,0.15,107,,,,,,,,"E",
"AL",1991,50,"1991-02-19",7,1,1,"Quarterly",0.34,2.74,15.89,4.03,1.79,1.01,1.49,0.48,123,,,,,,"E",,,
"AL",1991,84,"1991-03-25",0,1,1,"Chem",,,,,,,0.15,0,,,,,,,,,"X",
"AL",1991,84,"1991-03-25",4,1,1,"Chem",,,,,,,0.27,0.12,,,,,,,,"E",,
"AL",1991,84,"1991-03-25",7,1,1,"Chem",,,,,,,2.4,0.82,,,,,,,,,"E",
"AL",1991,127,"1991-05-07",0,1,1,"Quarterly",0.32,3.42,11.97,3.07,1.54,0.78,0.16,0,91,,,,,,"E","J","JX",
"AL",1991,127,"1991-05-07",4,1,1,"Quarterly",0.31,3.44,12.14,3.07,1.56,0.78,0.21,0,91,,,,,,,"J","JX",
"AL",1991,127,"1991-05-07",7,1,1,"Quarterly",0.31,3.41,12.09,3.1,1.54,0.76,0.16,0,91,,,,,,,"J","JX",
"AL",1991,155,"1991-06-04",0,1,1,"Chem",,,,,,,0,0,,,,,,,,"JX","X",
"AL",1991,155,"1991-06-04",2,1,1,"Chem",,,,,,,0,0,,,,,,,,"JX","X",
"AL",1991,155,"1991-06-04",4,1,1,"Chem",,,,,,,0.04,0,,,,,,,,"J","X",
"AL",1991,155,"1991-06-04",7,1,1,"Chem",,,,,,,1.48,0.57,,,,,,,,"J",,
"AL",1991,184,"1991-07-03",0,1,1,"Chem",,,,,,,0.12,0,,,,,,,,,"X",
"AL",1991,184,"1991-07-03",2,1,1,"Chem",,,,,,,0.06,0,,,,,,,,,"X",
"AL",1991,184,"1991-07-03",4,1,1,"Chem",,,,,,,0.12,0,,,,,,,,,"X",
"AL",1991,184,"1991-07-03",6,1,1,"Chem",,,,,,,0.41,0.22,,,,,,,,,,
"AL",1991,211,"1991-07-30",0,1,1,"Chem",,,,,,,0.07,0,,,,,,,,,"X",
"AL",1991,211,"1991-07-30",2,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1991,211,"1991-07-30",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1991,211,"1991-07-30",7,1,1,"Chem",,,,,,,0.84,1.55,,,,,,,,"E",,
"AL",1991,239,"1991-08-27",0,1,1,"Quarterly",0.25,3.39,12.1,3.18,1.48,0.57,0,0,91,"E","E",,,,,"X","X",
"AL",1991,239,"1991-08-27",4,1,1,"Quarterly",0.24,3.38,12.1,3.16,1.53,0.59,0,0,91,,,,,,"E","X","X",
"AL",1991,239,"1991-08-27",6,1,1,"Quarterly",0.36,1.74,15.97,3.61,1.62,0.91,0.2,0.99,,"E",,"H",,,,,,
"AL",1991,239,"1991-08-27",7,1,1,"Quarterly",0.43,0.09,18.42,3.9,1.73,1.25,,2.84,135,"E",,"H",,,,,"H",
"AL",1991,266,"1991-09-23",0,1,1,"Chem",,,,,,,0.24,0,,,,,,,,,"X",
"AL",1991,266,"1991-09-23",4,1,1,"Chem",,,,,,,0.29,0,,,,,,,,,"X",
"AL",1991,266,"1991-09-23",7,1,1,"Chem",,,,,,,0.2,0.04,,,,,,,,,,
"AL",1991,301,"1991-10-28",0,1,1,"Quarterly",0.24,3.44,12,3.21,1.55,0.68,0.07,0.02,93,,,,,,,,,
"AL",1991,301,"1991-10-28",4,1,1,"Quarterly",0.24,3.46,12,3.19,1.56,0.67,0,0.02,93,,,,,,,"X",,
"AL",1991,301,"1991-10-28",7,1,1,"Quarterly",0.26,3.38,12,3.16,1.56,0.66,0,0,93,,,,,,,"LX","LX",
"AL",1992,17,"1992-01-17",0,1,1,"Chem",,,,,,,0.18,0.01,,,,,,,,,,
"AL",1992,17,"1992-01-17",4,1,1,"Chem",,,,,,,0.11,0.07,,,,,,,,,,
"AL",1992,17,"1992-01-17",7,1,1,"Chem",,,,,,,0.55,0.42,,,,,,,,,,
"AL",1992,64,"1992-03-04",0,1,1,"Quarterly",0.34,5.26,11.78,3.17,1.68,0.73,0.21,0.01,93,,,,,,,,,
"AL",1992,64,"1992-03-04",4,1,1,"Quarterly",0.29,3.81,13.39,3.51,1.61,0.86,0.31,0.28,104,"L",,,,,,"L","E",
"AL",1992,64,"1992-03-04",7,1,1,"Quarterly",0.48,2.58,14.36,3.72,1.64,0.99,1.07,0.79,107,,,,,,,,,
"AL",1992,83,"1992-03-23",0,1,1,"Chem",,,,,,,0.18,0.03,,,,,,,,,,
"AL",1992,83,"1992-03-23",4,1,1,"Chem",,,,,,,0.45,0.29,,,,,,,,,,
"AL",1992,83,"1992-03-23",7,1,1,"Chem",,,,,,,2.06,0.86,,,,,,,,,,
"AL",1992,126,"1992-05-05",0,1,1,"Quarterly",0.38,3.43,11.85,3.08,1.47,0.72,0.42,0.1,90,,,,,,,,"E",
"AL",1992,126,"1992-05-05",4,1,1,"Quarterly",0.33,3.43,11.72,3.08,1.46,0.69,0.42,0.1,90,,,,,,,,,
"AL",1992,126,"1992-05-05",7,1,1,"Quarterly",0.43,3.44,11.85,3.1,1.48,0.74,0.42,0.09,90,"L",,,,,,,,
"AL",1992,153,"1992-06-01",0,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1992,153,"1992-06-01",2,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1992,153,"1992-06-01",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1992,153,"1992-06-01",7,1,1,"Chem",,,,,,,0.16,0.62,,,,,,,,,,
"AL",1992,189,"1992-07-07",0,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1992,189,"1992-07-07",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1992,189,"1992-07-07",6,1,1,"Chem",,,,,,,0.16,0,,,,,,,,,"EX",
"AL",1992,189,"1992-07-07",7,1,1,"Chem",,,,,,,4.22,1.71,,,,,,,,,,
"AL",1992,211,"1992-07-29",0,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1992,211,"1992-07-29",4,1,1,"Chem",,,,,,,0,0,,,,,,,,"X","X",
"AL",1992,211,"1992-07-29",6,1,1,"Chem",,,,,,,0.4,0.33,,,,,,,,,,
"AL",1992,211,"1992-07-29",7,1,1,"Chem",,,,,,,5.92,1.51,,,,,,,,"L",,
"AL",1992,239,"1992-08-26",0,1,1,"Quarterly",0.31,3.66,12.01,3.25,1.6,0.59,0.06,0,94,,,"J","J","J","J",,"X",
"AL",1992,239,"1992-08-26",4,1,1,"Quarterly",0.31,3.75,12.07,3.23,1.6,0.6,0.04,0,,,,"J","J","J","J",,"X",
"AL",1992,239,"1992-08-26",6,1,1,"Quarterly",0.29,2.69,13.01,3.25,1.54,0.68,0.43,0.31,102,,,"J","J","J","J",,,
"AL",1992,239,"1992-08-26",7,1,1,"Quarterly",0.36,1.29,13.56,3.2,1.5,0.93,1.78,1.44,119,,,"J","J","J","J","M",,
"AL",1992,265,"1992-09-21",0,1,1,"Chem",,,,,,,0.12,0,,,,,,,,,"X",
"AL",1992,265,"1992-09-21",4,1,1,"Chem",,,,,,,0.14,0,,,,,,,,,"X",
"AL",1992,265,"1992-09-21",7,1,1,"Chem",,,,,,,0.3,0.06,,,,,,,,,,
"AL",1992,295,"1992-10-21",0,1,1,"Chem",,,,,,,0.09,0.02,,,,,,,,,,
"AL",1992,295,"1992-10-21",4,1,1,"Chem",,,,,,,0.09,0.02,,,,,,,,,,
"AL",1992,295,"1992-10-21",7,1,1,"Chem",,,,,,,0.09,0.02,,,,,,,,,,
"AL",1992,311,"1992-11-06",0,1,1,"Quarterly",0.38,3.74,12.23,3.19,1.62,0.67,0.08,0.02,92,,,,,"E",,,,
"AL",1992,311,"1992-11-06",4,1,1,"Quarterly",0.36,3.71,12.12,3.19,1.63,0.67,0.08,0,92,,,,,,,,"X",
"AL",1992,311,"1992-11-06",7,1,1,"Quarterly",0.35,3.71,11.96,3.16,1.62,0.67,0.08,0,92,,,,,,,"E","EX",
"AL",1993,8,"1993-01-08",0,1,1,"Chem",,,,,,,0.15,0.03,,,,,,,,,,
"AL",1993,8,"1993-01-08",4,1,1,"Chem",,,,,,,0.1,0.08,,,,,,,,,"L",
"AL",1993,8,"1993-01-08",7,1,1,"Chem",,,,,,,0.5,0.39,,,,,,,,,,
"AL",1993,54,"1993-02-23",0,1,1,"Quarterly",0.36,5.08,13.4,3.76,1.91,0.77,0.14,0.03,106,,,,,,,,,
"AL",1993,54,"1993-02-23",4,1,1,"Quarterly",0.36,3.98,13.33,3.59,1.7,0.82,0.14,0.11,103,,,"E",,,,,,
"AL",1993,54,"1993-02-23",7,1,1,"Quarterly",0.4,3.34,14.82,3.92,1.82,1,1.29,0.45,112,,,,,,,,,"I"
"AL",1993,82,"1993-03-23",0,1,1,"Chem",,,,,,,0.23,0.02,,,,,,,,,,
"AL",1993,82,"1993-03-23",4,1,1,"Chem",,,,,,,0.37,0.23,,,,,,,,,"E",
"AL",1993,82,"1993-03-23",7,1,1,"Chem",,,,,,,1.48,0.61,,,,,,,,,,
